0.500000	-6.062178
5.000000	-5.196152
-7.000000	8.660254
-1.000000	-6.928203
-7.000000	-1.732051
-5.500000	0.866025
-8.500000	-0.866025
-5.500000	9.526279
9.500000	-4.330127
9.500000	6.062178
5.000000	-5.196152
6.500000	-4.330127
2.000000	6.928203
-1.000000	3.464102
2.000000	5.196152
8.000000	-5.196152
2.000000	6.928203
8.000000	1.732051
0.500000	-6.062178
5.000000	-5.196152
6.500000	-4.330127
-1.000000	-6.928203
-5.500000	0.866025
8.000000	3.464102
-1.000000	-6.928203
3.500000	4.330127
6.500000	-4.330127
-4.000000	-5.196152
9.500000	0.866025
5.000000	0.000000
