2.000000	-3.464102
3.500000	0.866025
-2.500000	2.598076
-2.500000	-2.598076
-2.500000	-2.598076
0.500000	2.598076
-4.000000	0.000000
-2.500000	2.598076
2.000000	-3.464102
3.500000	2.598076
3.500000	0.866025
2.000000	-3.464102
-1.000000	3.464102
0.500000	-0.866025
-2.500000	0.866025
3.500000	-2.598076
0.500000	0.866025
2.000000	-1.732051
2.000000	-3.464102
3.500000	0.866025
2.000000	1.732051
-2.500000	-2.598076
-1.000000	3.464102
3.500000	-0.866025
0.500000	-2.598076
2.000000	-1.732051
2.000000	-3.464102
0.500000	-4.330127
3.500000	-0.866025
0.500000	0.866025
