0.000000	-1.732051
7.500000	-4.330127
-9.000000	10.392305
-1.500000	-9.526279
-9.000000	-3.464102
-1.500000	2.598076
-12.000000	1.732051
-6.000000	13.856406
10.500000	-7.794229
9.000000	5.196152
7.500000	-7.794229
9.000000	-1.732051
4.500000	9.526279
-1.500000	6.062178
1.500000	7.794229
4.500000	-7.794229
3.000000	3.464102
4.500000	2.598076
0.000000	-1.732051
7.500000	-4.330127
7.500000	-0.866025
-1.500000	-9.526279
-7.500000	2.598076
7.500000	0.866025
1.500000	-7.794229
0.000000	1.732051
9.000000	-1.732051
-3.000000	-5.196152
7.500000	4.330127
4.500000	2.598076
