4.000000	1.732051
-4.000000	-0.000000
-0.500000	-6.062178
-1.000000	8.660254
11.000000	-6.928203
3.500000	-2.598076
-8.500000	-0.866025
-5.000000	-6.928203
-5.500000	-9.526279
-11.500000	-4.330127
-5.000000	8.660254
2.000000	8.660254
-6.000000	0.000000
-4.000000	-5.196152
-2.500000	-9.526279
5.000000	-8.660254
-1.500000	7.794229
-6.500000	6.062178
3.000000	1.732051
-8.500000	-2.598076
-6.000000	8.660254
0.500000	6.062178
-0.500000	-4.330127
-7.500000	-0.866025
-7.500000	-7.794229
-8.500000	4.330127
-4.000000	-3.464102
-7.500000	4.330127
5.500000	9.526279
-5.000000	-6.928203
