0.500000	-0.866025
-2.000000	-1.732051
-3.000000	1.732051
-0.500000	2.598076
3.500000	-2.598076
0.500000	-2.598076
-2.000000	3.464102
0.500000	-2.598076
0.500000	-4.330127
-0.500000	-2.598076
0.500000	2.598076
1.500000	0.866025
-2.000000	3.464102
0.000000	-1.732051
-0.500000	-4.330127
1.000000	-3.464102
-2.500000	2.598076
-3.000000	0.000000
2.000000	1.732051
-3.000000	1.732051
0.500000	2.598076
-1.500000	2.598076
-1.000000	-1.732051
-2.000000	1.732051
-2.500000	-2.598076
-2.000000	1.732051
-3.000000	0.000000
1.000000	-3.464102
1.500000	-0.866025
-1.000000	-3.464102
