-1.000000	1.732051
-5.500000	-2.598076
-2.000000	-1.732051
1.000000	5.196152
6.000000	-3.464102
-1.500000	-4.330127
-2.000000	0.000000
-2.500000	-2.598076
1.000000	-6.928203
-4.500000	-2.598076
0.500000	6.062178
3.500000	2.598076
-1.500000	0.866025
-0.500000	-4.330127
-4.000000	-3.464102
5.000000	-5.196152
-5.000000	3.464102
-7.000000	0.000000
4.000000	0.000000
-6.000000	1.732051
-1.000000	3.464102
1.500000	0.866025
-3.000000	-1.732051
-4.500000	0.866025
-2.500000	-6.062178
-5.000000	3.464102
-7.000000	0.000000
-2.500000	-2.598076
3.000000	3.464102
-3.000000	-5.196152
