1.500000	2.598076
-6.000000	-0.000000
-3.000000	-5.196152
-3.000000	5.196152
8.500000	-4.330127
2.000000	-3.464102
-5.000000	0.000000
-5.000000	-3.464102
-1.000000	-10.392305
-8.500000	-2.598076
-2.500000	7.794229
1.500000	6.062178
-4.000000	-1.732051
-2.500000	-4.330127
-4.000000	-6.928203
6.500000	-6.062178
-4.000000	5.196152
-8.500000	4.330127
5.500000	0.866025
-7.000000	0.000000
-3.500000	6.062178
1.000000	3.464102
-2.000000	-3.464102
-8.000000	1.732051
-4.500000	-6.062178
-6.500000	0.866025
-4.500000	-0.866025
-4.000000	1.732051
2.500000	6.062178
-4.000000	-5.196152
