3.000000	-1.732051
-3.000000	0.000000
3.000000	-1.732051
1.500000	-2.598076
0.000000	-1.732051
-3.000000	-5.196152
1.500000	-0.866025
3.000000	-6.928203
-3.000000	5.196152
1.500000	0.866025
0.000000	0.000000
4.500000	0.866025
-3.000000	-5.196152
-1.500000	0.866025
-1.500000	-0.866025
-3.000000	0.000000
1.500000	-4.330127
-3.000000	-1.732051
3.000000	-1.732051
1.500000	2.598076
1.500000	-0.866025
9.000000	3.464102
3.000000	-0.000000
4.500000	-0.866025
6.000000	-1.732051
-1.500000	6.062178
-1.500000	2.598076
-4.500000	-0.866025
1.500000	-4.330127
1.500000	4.330127
