3.500000	-0.866025
-1.000000	1.732051
2.000000	-1.732051
2.000000	0.000000
0.500000	-0.866025
-1.000000	-3.464102
-1.000000	-0.000000
6.500000	-4.330127
-1.000000	1.732051
3.500000	-2.598076
0.500000	0.866025
5.000000	0.000000
-2.500000	-2.598076
-1.000000	-1.732051
-1.000000	-1.732051
-1.000000	1.732051
2.000000	-3.464102
-1.000000	-3.464102
5.000000	-1.732051
-1.000000	0.000000
3.500000	-0.866025
6.500000	0.866025
2.000000	-1.732051
2.000000	-1.732051
6.500000	-2.598076
-1.000000	6.928203
2.000000	1.732051
-4.000000	-1.732051
0.500000	-4.330127
0.500000	2.598076
